Ausgrid Business Capability Model Definitions,,,Ausgrid Business Capability Model Definitions,,Applications Mapping,Business Ownership
Supporting,3,1.3,Manage Demand for Products,"Monitor and influence customer demand using sales, marketing, and planning levers.",,
Supporting,3,1.3,Measure Demand Against Forecast,Track actual demand versus forecasted demand to identify variances.,,
Supporting,2,1.2,Warehouse Planning,"Plan facility layout, resource needs, and operational strategies for warehouse efficiency.",,
Supporting,3,1.3,Capture and Maintain Warehouse Specific Product Data,"Maintain data on products relevant to warehouse handling, like dimensions or storage requirements.",,
Supporting,3,1.3,"Execute Receiving, Inspection, and Storage Inbound Deliveries","Manage incoming goods through receipt, quality check, and storage processes.",,
Supporting,3,1.3,Labor Management,"Plan, allocate, and manage workforce operations to optimize labor productivity.",,
Supporting,3,1.3,Track Inventory Accuracy,Monitor discrepancies between recorded and actual inventory levels.,,
Supporting,3,1.3,"Maintain Facility, Equipment, and Automation",Ensure operational readiness of warehouse and production infrastructure.,,
Supporting,3,1.3,"Pick, Pack and Ship Product for Delivery","Fulfill orders by selecting, packaging, and dispatching products.",,
Supporting,3,1.3,Track Inventory Deployment,Monitor the movement and availability of stock across the supply chain.,,
Supporting,3,1.3,Track Product Availability,Ensure products are in stock and ready to meet customer demand.,,
Supporting,2,1.2,Supplier Contract Management,"Create, negotiate, and maintain supplier agreements.",,
Supporting,3,1.3,Manage Finished Goods Contracts,Oversee contracts related to completed products sourced or manufactured.,,
Supporting,3,1.3,Manage Raw Material Supplier Contracts,Manage contracts with vendors supplying raw materials.,,
Supporting,2,1.2,Transportation Management,"Plan, execute, and optimize transportation across the supply chain.",,
Supporting,3,1.3,Create Transportation Analytics and Reporting,Analyze transport performance and generate reports to inform decisions.,,
Supporting,3,1.3,Create Transportation Forecasts and Models,Predict future transportation needs and simulate scenarios.,,
Supporting,3,1.3,Establish Carrier Connectivity,Enable electronic and operational integration with freight carriers.,,
Supporting,3,1.3,Optimize Transportation Schedules and Costs,Balance cost and service levels through route and load planning.,,
Supporting,3,1.3,Procure Logistics Services,"Source third-party logistics providers for transport, warehousing, or delivery.",,
Supporting,3,1.3,Provide Real Time Shipment Visibility,Enable live tracking of shipments across the supply chain.,,
Supporting,3,1.3,Private/Dedicated Fleet Management,Manage owned or contracted transportation fleets.,,
Supporting,3,1.3,Maintain Transport Lanes and Routes,Define and optimize shipping paths and logistics corridors.,,
Supporting,3,1.3,Execute Transportation Management,"Carry out transportation planning, execution, and freight movement.",,
Supporting,3,1.3,Execute Freight Payment and Audit,Process and reconcile transportation invoices and payments.,,
Supporting,2,1.2,Capability Monitoring & Metrics,Track the maturity and performance of organizational capabilities.,,
Supporting,3,1.3,Define End-to-End Process Performance,Establish performance standards for complete business processes.,,
Supporting,3,1.3,Establish Process Objectives and Measures,Set targets and KPIs for process performance and compliance.,,
Supporting,3,1.3,"Produce Process KPIs, Metrics and Analytics",Generate operational insights using process data.,,
Supporting,3,1.3,Measure End-to-End Process Performance,Analyze and assess the health of processes from initiation to completion.,,
Supporting,2,1.2,Manufacturing Operations Management,"Oversee production efficiency, throughput, and resource effectiveness.",,
Supporting,3,1.3,Produce Demand and Supply Planning Analysis,Create insights from demand and supply alignment data.,,
Supporting,3,1.3,Align Demand & Supply Planning,Synchronize demand forecasts with supply capabilities.,,
Supporting,3,1.3,Quality Management,Ensure processes and products meet internal and external quality standards.,,
Supporting,2,1.2,Production Planning & Scheduling,Develop detailed timelines and resource plans for manufacturing.,,
Supporting,3,1.3,Perform Scenario Planning,Explore potential futures by modeling various supply chain or market conditions.,,
Supporting,3,1.3,Scheduling Optimisation,Enhance production and resource schedules for efficiency and throughput.,,
Supporting,3,1.3,Capacity Planning,Assess and manage production capacity to meet demand.,,
Supporting,3,1.3,Resource Allocation,"Distribute personnel, machinery, and materials to tasks based on priorities.",,
Supporting,2,1.2,"Sourcing, Procurement, & Purchasing",Obtain goods and services through supplier selection and purchasing activities.,,
Supporting,3,1.3,Execute Direct Procurement,Manage purchase of materials directly related to production.,,
Supporting,3,1.3,Manage Direct Sourcing,Identify and engage with suppliers for direct input goods.,,
,,,,,,
Supporting ,1,1.1,Marketing & Sales Development,The capability to develop and execute marketing strategies and manage customer acquisition and retention efforts to support business growth and customer engagement.,,
Supporting ,2,1.2,Customer Acquisition & Retention,Strategies and actions aimed at gaining new customers and keeping existing ones engaged and loyal.,,
Supporting ,3,1.3,Lead Generation,The process of attracting and converting prospects into potential customers through marketing activities.,,
Supporting ,3,1.3,Customer Relationship Management (CRM),Managing interactions with current and potential customers using data and technology to improve relationships and drive sales.,,
Supporting ,3,1.3,Onboarding & Support,Helping new customers get started with a product or service and providing ongoing assistance to ensure satisfaction.,,
Supporting ,2,1.2,Brand Management,"Building and maintaining a strong, positive perception of a brand in the market.",,
Supporting ,3,1.3,Brand Positioning,Defining how a brand is perceived in the minds of customers relative to competitors.,,
Supporting ,3,1.3,Reputation Management,Monitoring and influencing public perception of an organization or brand.,,
Supporting ,3,1.3,Visual Identity Management,"Managing the visual elements of a brand, such as logos, colors, and design standards, to ensure consistency.",,
Supporting ,2,1.2,Marketing Communication,Coordinating messages and media used to communicate with target audiences about products and services.,,
Supporting ,3,1.3,Advertising & Promotion,Creating and delivering messages to promote products or services and stimulate demand.,,
Supporting ,3,1.3,Content Marketing,"Creating and distributing valuable, relevant content to attract and engage a target audience.",,
Supporting ,3,1.3,Event Marketing,"Promoting a brand, product, or service through in-person or virtual events.",,
Supporting ,2,1.2,Digital Marketing,"Using digital channels such as websites, email, and mobile apps to promote products and services.",,
Supporting ,3,1.3,Social Media Management,"Creating, scheduling, and analyzing content posted on social media platforms to engage audiences.",,
Supporting ,3,1.3,Search Engine Optimisation (SEO),Enhancing website visibility in search engine results to increase organic traffic.,,
Supporting ,3,1.3,Digital Advertising,"Promoting products or services through paid digital channels like search engines, social media, and display ads.",,
Supporting ,2,1.2,Sales Operations,"Supporting sales teams with tools, processes, and insights to improve efficiency and effectiveness.",,
Supporting ,3,1.3,Sales Process,The structured steps a sales team follows to convert prospects into customers.,,
Supporting ,3,1.3,Performance Management,Monitoring and evaluating employee or team performance to ensure alignment with business goals.,,
Supporting ,3,1.3,Territory Management,Assigning and managing sales regions to optimize coverage and performance.,,
,,,,,,
Supporting ,1,1.1,Advanced Analytics and Data Management,"The capability to leverage advanced data analytics and effectively manage data to derive insights, improve decision-making, and drive operational efficiencies.",,
Supporting ,2,1.2,AI/ML,"Use of artificial intelligence and machine learning to automate tasks, uncover insights, and make predictions.",,
Supporting ,3,1.3,"Data Integration, Connectivity, ETL/ELT & Staging","Processes for combining data from different sources, transforming it, and preparing it for analysis.",,
Supporting ,3,1.3,Generative Algorithms,"Algorithms that create new content (e.g., text, images) based on learned patterns.",,
Supporting ,3,1.3,MLOps,"Practices for deploying, monitoring, and maintaining machine learning models in production environments.",,
Supporting ,3,1.3,Reinforcement Learning,A type of ML where agents learn optimal actions through trial and error in an environment.,,
Supporting ,3,1.3,Supervised Learning,ML technique using labeled data to train models for prediction or classification.,,
Supporting ,3,1.3,Unsupervised Learning,ML technique that identifies patterns or groupings in unlabeled data.,,
Supporting ,3,1.3,Model Selection,Choosing the best-performing model based on evaluation metrics.,,
Supporting ,3,1.3,Model Training,Teaching a model to make predictions using historical data.,,
Supporting ,3,1.3,Model Auditing,"Reviewing models for accuracy, fairness, and compliance with standards.",,
Supporting ,2,1.2,Data Architecture & Platform,The structural design of data systems and platforms to support data flow and storage.,,
Supporting ,3,1.3,Data Modelling,Designing data structures and relationships to support storage and analysis.,,
Supporting ,3,1.3,Data Transformation,Converting data into a suitable format for analysis or storage.,,
Supporting ,3,1.3,Refinement,Enhancing data quality and usability through cleaning and enrichment.,,
Supporting ,3,1.3,Data Visualisation,Representing data graphically to make insights more accessible.,,
Supporting ,3,1.3,Application Data Store,Databases used by applications to store operational data.,,
Supporting ,3,1.3,Data Lake,"A centralized repository for storing raw, unstructured, and structured data.",,
Supporting ,3,1.3,Data Lakehouse,A hybrid architecture combining features of data lakes and data warehouses.,,
Supporting ,3,1.3,Database Management System (DBMS),"Software for storing, retrieving, and managing data in databases.",,
Supporting ,3,1.3,Operational Data Store Management,"Overseeing the design, implementation, and maintenance of an ODS to ensure it effectively supports real-time operational reporting and decision-making.",,
Supporting ,3,1.3,Data Warehouse Management,"Overseeing the architecture, operations, and governance of a data warehouse to ensure it supports strategic decision-making and enterprise analytics.",,
Supporting ,3,1.3,Data Extraction & Preparation,Retrieving and preparing data for analysis.,,
Supporting ,3,1.3,Time Series Analysis,Analyzing data points collected or recorded at specific time intervals.,,
Supporting ,2,1.2,Master Data Management (MDM),Managing core business data entities across systems to ensure consistency.,,
Supporting ,3,1.3,Asset Master,Centralized data about physical assets.,,
Supporting ,3,1.3,Network Master,Data related to network infrastructure and topology.,,
Supporting ,3,1.3,Work Master,Standardized data for work orders and operational tasks.,,
Supporting ,3,1.3,Compliance Master,Data related to regulatory and compliance requirements.,,
Supporting ,3,1.3,Customer & Commercial Master,Core data about customers and commercial entities.,,
Supporting ,3,1.3,Geospatial Master,Location-based data used for mapping and spatial analysis.,,
Supporting ,3,1.3,People Master,Employee and HR-related master data.,,
Supporting ,3,1.3,Finance Master,Financial and accounting master data.,,
Supporting ,2,1.2,Data Analysis & Reporting,Examining data to extract insights and communicate findings.,,
Supporting ,3,1.3,Descriptive & Diagnostic Analysis,Understanding what happened and why using historical data.,,
Supporting ,3,1.3,Advanced Analytics,Applying statistical and machine learning techniques for deeper insights.,,
Supporting ,3,1.3,Visualisation & Reporting,"Presenting data in dashboards, charts, and reports.",,
Supporting ,3,1.3,Performance Monitoring & KPI Tracking,Measuring and tracking key performance indicators.,,
Supporting ,3,1.3,Stakeholder Engagement & Communication,Sharing insights and updates with stakeholders to support data-driven decisions.,,
Supporting ,3,1.3,Data Sharing,"Exchanging data across systems, departments, or organizations.",,
Supporting ,2,1.2,Predictive Modelling,Using data to forecast future outcomes.,,
Supporting ,3,1.3,Forecasting,Estimating future trends based on historical data.,,
Supporting ,3,1.3,Operations Research,Applying mathematical methods to optimize decision-making.,,
Supporting ,2,1.2,Prescriptive Modeling (TBD),Recommending actions based on predictive insights (not currently planned).,,
Supporting ,3,1.3,Optimisation,Finding the most efficient or effective solution among alternatives.,,
Supporting ,3,1.3,Simulation,Modeling real-world processes to test scenarios and outcomes.,,
Supporting ,3,1.3,Model Development & Validation,Building and testing models to ensure they meet performance and compliance standards.,,
Supporting ,2,1.2,Process Mining (TBD),Analyzing event logs to discover and improve business processes (not currently planned).,,
Supporting ,3,1.3,Process Discovery,Identifying and mapping business processes from data.,,
Supporting ,3,1.3,Conformance Checking,Ensuring actual processes align with designed workflows.,,
Supporting ,3,1.3,Process Optimisation,Improving business processes for efficiency and effectiveness.,,
Supporting ,2,1.2,Data Governance,"Framework for managing data quality, security, and compliance.",,
Supporting ,3,1.3,Data Policy & Standard Development,Creating rules and standards for data usage and management.,,
Supporting ,3,1.3,Data Quality Management,"Ensuring data is accurate, complete, and reliable.",,
Supporting ,3,1.3,Data Stewardship & Ownership,Assigning responsibility for data assets and their quality.,,
Supporting ,3,1.3,Metadata Management,"Managing data about data, such as definitions and lineage.",,
Supporting ,3,1.3,Data Lifecycle Management,Managing data from creation to archival or deletion.,,
Supporting ,3,1.3,Data Governance Framework Implementation,Deploying structures and processes to enforce data governance.,,
Supporting ,2,1.2,Data Maintenance,Ongoing updates and corrections to data.,,
Supporting ,3,1.3,Data Corrections,Fixing errors or inconsistencies in data.,,
Supporting ,3,1.3,Data Capture,Collecting data from various sources.,,
Supporting ,3,1.3,Data Hierarchies,Structuring data into levels of granularity or categories.,,
Supporting ,3,1.3,Domain Synchronisation,Ensuring consistency of data across different domains or systems.,,
,,,,,,
Supporting ,1,1.1,Sustainability Management,The capability to integrate sustainable practices and initiatives into Ausgrid's operations to minimize environmental impact and promote sustainable energy solutions.,,
Supporting ,2,1.2,Sustainability Strategic Objectives Delivery,Executing initiatives to achieve defined sustainability strategic goals.,,
Supporting ,3,1.3,Advancing Environmental Strategic Objectives,"Implemention, monitoring and oversight of activities across functional areas that help to achieve environmental goals such as emissions, energy, and resource use.",,
Supporting ,3,1.3,Advancing Social Strategic Objectives,"Implemention, monitoring and oversight of activities across functional areas that help to achieve environmental goals such as equity, inclusion, modern slavery and community engagement.",,
Supporting ,3,1.3,Advancing Governance Strategic Objectives,"Implemention, monitoring and oversight of activities across functional areas that help to achieve governance goals such as board independence and ethical behaviour.",,
Supporting ,2,1.2,Continuous Improvement & Innovation,Iteratively enhancing sustainability performance through innovation and feedback.,,
Supporting ,3,1.3,Sustainability Monitoring & Evaluation,Tracking and assessing the effectiveness of sustainability initiatives.,,
Supporting ,3,1.3,Research Trends in Leading Sustainability Practice,Staying informed on emerging sustainability trends and best practices.,,
Supporting ,3,1.3,"Refine Policies, Processes & Procedures","Updating internal frameworks, ways of working and documentation to reflect evolving sustainability standards.",,
Supporting ,2,1.2,Sustainbility Data Collection & Management,"Gathering, managing, and analysing sustainability data to support reporting and decision-making.",,
Supporting ,3,1.3,Define Data Governance & Quality Assurance,Establishing standards and controls to ensure ESG data accuracy and integrity.,,
Supporting ,3,1.3,Identify Sustainability Data Sources,Mapping internal and external sources of ESG-related data.,,
Supporting ,3,1.3,Conduct Sustainability Data Analysis,"Analysing ESG data to identify trends, risks, and opportunities in line with business and stakeholder needs.",,
Supporting ,3,1.3,Collect & Aggregate Sustainability Data,Gathering and consolidating ESG data from multiple systems and stakeholders.,,
Supporting ,3,1.3,Develop Insights to Support Strategic Goals & Reporting ,Analysing ESG data to generate actionable insights that support strategic goals and reporting and disclosure requirements.,,
Supporting ,2,1.2,Sustainability Reporting & Disclosure,Communicating sustainability performance and progress to stakeholders.,,
Supporting ,3,1.3,Sustainability Report Development & Disclosure,Creating structured reports aligned with ESG frameworks and standards.,,
Supporting ,3,1.3,Report & Disclosure Sustainability Data to Relevant Stakeholders,"Sharing Sustainability metrics with investors, regulators, and the public.",,
Supporting ,3,1.3,Manage Assurance Via External Party on Required Sustainability Data,"Engaging with qualified, third-party to verify ESG data accuracy and credibility where required.",,
Supporting ,3,1.3,Sustainability Reporting Governance ,"Implement and uphold governance practices to ensure reporting and disclosure accountability, transparency, and compliance.",,
,,,,,,
Supporting ,1,1.1,Health and Safety Management,"The capability to ensure the health, safety, and well-being of Ausgrid's employees, contractors, and the public through effective safety programs and practices.",,
Supporting ,2,1.2,Health & Safety Governance,Establishing frameworks and structures to oversee and guide health and safety efforts within the organisation.,,
Supporting ,3,1.3,Policy Development & Implementation,"Creating, updating, and enforcing health and safety policies to ensure compliance with legal and organisational standards.",,
Supporting ,3,1.3,Compliance & Audit Management,Focuses on ensuring adherence to health and safety regulations through regular audits and assessments.,,
Supporting ,3,1.3,Leadership & Accountability,Ensures that leadership demonstrates commitment to safety and that roles and responsibilities are clearly defined and accountable.,,
Supporting ,2,1.2,Monitoring & Reporting,"Systematic tracking,analysis, and communication of health and safety performance data to ensure transparency and drive improvements.",,
Supporting ,3,1.3,Safety Performance Metrics,Involves defining and monitoring key performance indicators to measure safety performance and outcomes.,,
Supporting ,3,1.3,Continuous Improvement,Focuses on using data and feedback to continually enhance health and safety practices and outcomes.,,
Supporting ,3,1.3,Reporting Systems,"Establishes systems and processes for collecting, analyzing, and reporting safety data to stakeholders.",,
Supporting ,2,1.2,Training & Awareness,Educating and informing employees about health and safety practices to foster a safe working environment.,,
Supporting ,3,1.3,Safety Training Programs,Develops and delivers training programs to ensure employees are knowledgeable about safety practices and procedures.,,
Supporting ,3,1.3,Awareness Campaigns,Implements initiatives to raise awareness about health and safety issues and promote a culture of safety.,,
Supporting ,3,1.3,Continuous Learning,Encourages ongoing learning and development in health and safety to keep pace with new challenges and technologies.,,
Supporting ,2,1.2,Operational Safety Management,Implementing practical safety measures and protocols in daily operations.,,
Supporting ,3,1.3,Safety Procedures & Protocols,Develops and enforces detailed procedures and protocols to ensure safe operations.,,
Supporting ,3,1.3,Incident Management,Establishes processes for responding to and managing safety incidents effectively to minimize impact.,,
Supporting ,3,1.3,Safety Equipment & Technology,Ensures the availability and proper use of safety equipment and technology to protect employees.,,
Supporting ,2,1.2,Employee Health & Wellbeing Management,"Addresses the overall health and wellbeing of employees, beyond just safety.",,
Supporting ,3,1.3,Health Programs & Initiatives,Implements programs to promote physical and mental health among employees.,,
Supporting ,3,1.3,Support Services,Provides access to services such as counseling and health screenings to support employee wellbeing.,,
Supporting ,3,1.3,Occupational Health Assessment,Conducts assessments and monitors health metrics to identify and mitigate occupational health risks.,,
Supporting ,3,1.3,Biometrics,Utilzes biometric data to monitor and assess employee health indicators to proactively manage health risks and tailor wellness programs.,,
Supporting ,2,1.2,Risk Management,"Involves identifying, assessing, and mitigating risks to ensure a safe working environment.",,
Supporting ,3,1.3,Risk Identification & Assessment,Systematically identifies and evaluates potential health and safety risks in the workplace.,,
Supporting ,3,1.3,Risk Mitigation Strategies,Develops and implements strategies to reduce or eliminate identified risks.,,
Supporting ,3,1.3,Risk Monitoring & Review,Continuously monitors risks and reviews mitigation strategies to ensure effectiveness and adapt to changes.,,
,,,,,,
Supporting ,1,1.1,Delivery Portfolio Management (Technology & Network),ThecapabilitytostrategicallymanagethedeliveryoftechnologyandnetworkprojectsandinitiativestosupportAusgrid'sinfrastructureandservicedeliveryobjectives.,,
Supporting ,2,1.2, Program & Project Governance,ThecapabilitytoestablishandmaintaineffectivegovernancestructuresandprocessestooverseeandmanagetechnologyandnetworkprogramsandprojectswithinAusgrid.,,
Supporting ,3,1.3,Compliance Management,"The capability to ensure adherence to regulatory requirements and industry standards within technology and network programs and projects, mitigating compliance risks and ensuring legal and regulatory alignment.",,
Supporting ,3,1.3,Risk Management,"The capability to identify, assess, and mitigate risks associated with technology and network programs and projects, ensuring proactive risk management to minimize potential negative impacts.",,
Supporting ,3,1.3,Stakeholder Engagement,"The capability to effectively engage and manage relationships with stakeholders involved in technology and network programs and projects, ensuring their needs and expectations are understood and addressed.",,
Supporting ,3,1.3,Quality Assurance,"The capability to establish and maintain processes to ensure the quality of deliverables within technology and network programs and projects, meeting or exceeding defined standards and requirements.",,
Supporting ,3,1.3,Decision-Making Frameworks,"The capability to establish structured decision-making processes and frameworks within technology and network programs and projects, enabling informed and effective decision-making at all levels.",,
Supporting ,2,1.2, Program and Project Planning,"The capability to develop comprehensive plans for technology and network programs and projects, ensuring alignment with organizational objectives and strategic goals.",,
Supporting ,3,1.3,Scope Definition,"The capability to clearly define the scope and boundaries of technology and network programs and projects, ensuring a common understanding of project deliverables and objectives.",,
Supporting ,3,1.3,Resource Allocation,"The capability to effectively allocate and manage resources, including personnel, finances, and materials, to support the successful execution of technology and network programs and projects.",,
Supporting ,3,1.3,Timeline Development,"The capability to develop realistic and achievable project timelines and schedules for technology and network programs and projects, ensuring timely delivery of project milestones.",,
Supporting ,3,1.3,Budget Planning,"The capability to develop and manage project budgets for technology and network programs and projects, ensuring financial resources are allocated and utilized effectively.",,
Supporting ,3,1.3,Dependency Management,"The capability to identify, manage, and mitigate interdependencies between different components of technology and network programs and projects, ensuring smooth and coordinated execution.",,
Supporting ,2,1.2,Organizational Change & Communications Management,The capability to manage organizational change and communications effectively within the context of technology and network programs and projects.,,
Supporting ,3,1.3,Change Impact Assessment,"The capability to assess the potential impact of organizational changes on technology and network programs and projects, identifying and addressing potential challenges and opportunities.",,
Supporting ,3,1.3,Change Readiness Assessment,"The capability to evaluate the readiness of the organization and stakeholders for change within the context of technology and network programs and projects, ensuring effective change management.",,
Supporting ,3,1.3,Communication Planning,"The capability to develop comprehensive communication strategies and plans for technology and network programs and projects, ensuring effective and timely dissemination of information.",,
Supporting ,3,1.3,Training and Development,"The capability to provide training and development opportunities to support the successful implementation of technology and network programs and projects, ensuring that stakeholders have the necessary skills and knowledge.",,
Supporting ,3,1.3, Feedback Mechanisms,"The capability to establish mechanisms for collecting and acting upon feedback from stakeholders involved in technology and network programs and projects, ensuring continuous improvement and stakeholder satisfaction.",,
Supporting ,2,1.2,Program and Project Delivery,"The capability to effectively deliver technology and network programs and projects within Ausgrid, ensuring successful execution and achievement of project objectives.",,
Supporting ,3,1.3, Execution Management,"The capability to effectively manage the execution phase of technology and network programs and projects, ensuring that project activities are carried out according to plan and within defined parameters.",,
Supporting ,3,1.3,Performance Monitoring/Retrospective,"The capability to monitor project performance and conduct retrospectives to evaluate the effectiveness of technology and network programs and projects, identifying lessons learned and areas for improvement.",,
Supporting ,3,1.3, Issue Resolution,"The capability to identify and address issues and challenges that arise during the execution of technology and network programs and projects, ensuring that obstacles are overcome effectively.",,
Supporting ,3,1.3,Change Control/PVR,"The capability to manage changes to project scope and requirements within technology and network programs and projects, ensuring that changes are controlled and properly validated.",,
Supporting ,3,1.3,Project Management Training Uplift,"The capability to enhance the skills and knowledge of project management teams involved in technology and network programs and projects, ensuring continuous improvement and professional development.",,
Supporting ,3,1.3,Project Closure Management,"The capability to effectively manage the closure phase of technology and network programs and projects, ensuring that project outcomes are properly documented and transitioned.",,
Supporting ,2,1.2,Portfolio Management and Reporting,The capability to manage and report on the portfolio of technology and network programs and projects within Ausgrid.,,
Supporting ,3,1.3,Performance Reporting,"The capability to report on portfolio performance, analyzing the effectiveness of technology and network programs and projects and identifying areas for improvement.",,
Supporting ,3,1.3,Portfolio Analysis,"The capability to analyze the components of the project portfolio, identifying trends and insights to support effective portfolio management and decision-making.",,
Supporting ,3,1.3,Benefits Realization,"The capability to track and realize the benefits expected from technology and network programs and projects, ensuring that the intended value is achieved.",,
Supporting ,3,1.3,Dashboard Development,"The capability to develop project dashboards to provide visibility into the status and performance of technology and network programs and projects, facilitating informed decision-making.",,
Supporting ,3,1.3,Continuous Improvement,"The capability to drive continuous improvement initiatives within technology and network programs and projects, identifying and implementing enhancements to optimize project outcomes.",,
Supporting ,3,1.3, PMO Data Management,"The capability to manage project management office (PMO) data effectively, ensuring accurate and accessible information to support portfolio management and reporting.",,
Supporting ,2,1.2," Program, Project Sequencing and Prioritization",The capability to sequence and prioritize technology and network programs and projects based on organizational objectives and strategic priorities.,,
Supporting ,3,1.3,Prioritization Criteria Development,"The capability to develop criteria for prioritizing technology and network programs and projects, aligning project sequencing with organizational objectives and strategic priorities.",,
Supporting ,3,1.3,Sequencing Strategy,"The capability to develop strategies for sequencing and scheduling technology and network programs and projects, optimizing the order of execution to maximize value and efficiency.",,
Supporting ,3,1.3,Capacity Assessment and Planning,"The capability to assess and plan project capacity within technology and network programs and projects, ensuring that resources are effectively allocated to support project delivery.",,
Supporting ,3,1.3, Impact Analysis,The capability to conduct impact analysis to understand the potential effects of technology and network programs and projects on the organization and its stakeholders.,,
Supporting ,3,1.3, Portfolio Balancing,"The capability to balance the project portfolio within technology and network programs and projects, ensuring that resources are allocated appropriately to achieve strategic objectives.",,
Supporting ,3,1.3, Resource Optimization,"Thecapabilitytooptimizeprojectresourceswithintechnologyandnetworkprogramsandprojects,maximizingtheefficiencyandeffectivenessofresourceutilization.",,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
